"filename", "language", "HTML", "XML", "JavaScript", "CSS", "Java", "comment", "blank", "total"
"c:\Users\Marie LEVESQUE\OneDrive\Documents\ISIKA\MODULE 3\PROJET 3\TripHub\src\main\webapp\views\loginAndAccount\ProviderRegistration.xhtml", "HTML", 212, 0, 0, 0, 0, 7, 14, 233
"c:\Users\Marie LEVESQUE\OneDrive\Documents\ISIKA\MODULE 3\PROJET 3\TripHub\src\main\webapp\views\loginAndAccount\SuperAdminRegistration.xhtml", "HTML", 174, 0, 0, 0, 0, 7, 11, 192
"c:\Users\Marie LEVESQUE\OneDrive\Documents\ISIKA\MODULE 3\PROJET 3\TripHub\src\main\webapp\views\loginAndAccount\UserList.xhtml", "HTML", 274, 0, 0, 0, 0, 5, 27, 306
"c:\Users\Marie LEVESQUE\OneDrive\Documents\ISIKA\MODULE 3\PROJET 3\TripHub\src\main\webapp\views\loginAndAccount\login.xhtml", "HTML", 49, 0, 0, 0, 0, 0, 1, 50
"c:\Users\Marie LEVESQUE\OneDrive\Documents\ISIKA\MODULE 3\PROJET 3\TripHub\src\main\webapp\views\loginAndAccount\modifyCustomer.xhtml", "HTML", 187, 0, 0, 0, 0, 12, 19, 218
"c:\Users\Marie LEVESQUE\OneDrive\Documents\ISIKA\MODULE 3\PROJET 3\TripHub\src\main\webapp\views\loginAndAccount\registration.xhtml", "HTML", 42, 0, 0, 0, 0, 1, 4, 47
"c:\Users\Marie LEVESQUE\OneDrive\Documents\ISIKA\MODULE 3\PROJET 3\TripHub\src\main\webapp\views\organizer_home.xhtml", "HTML", 111, 0, 0, 0, 0, 6, 11, 128
"c:\Users\Marie LEVESQUE\OneDrive\Documents\ISIKA\MODULE 3\PROJET 3\TripHub\src\main\webapp\views\organizer_session\Accommodation.xhtml", "HTML", 47, 0, 0, 0, 0, 1, 4, 52
"c:\Users\Marie LEVESQUE\OneDrive\Documents\ISIKA\MODULE 3\PROJET 3\TripHub\src\main\webapp\views\organizer_session\CheckOut.xhtml", "HTML", 175, 0, 0, 0, 0, 6, 4, 185
"c:\Users\Marie LEVESQUE\OneDrive\Documents\ISIKA\MODULE 3\PROJET 3\TripHub\src\main\webapp\views\organizer_session\Restaurants.xhtml", "HTML", 42, 0, 0, 0, 0, 1, 5, 48
"c:\Users\Marie LEVESQUE\OneDrive\Documents\ISIKA\MODULE 3\PROJET 3\TripHub\src\main\webapp\views\organizer_session\Transports.xhtml", "HTML", 41, 0, 0, 0, 0, 1, 5, 47
"c:\Users\Marie LEVESQUE\OneDrive\Documents\ISIKA\MODULE 3\PROJET 3\TripHub\src\main\webapp\views\organizer_session\advanced.xhtml", "HTML", 281, 0, 0, 0, 0, 5, 412, 698
"c:\Users\Marie LEVESQUE\OneDrive\Documents\ISIKA\MODULE 3\PROJET 3\TripHub\src\main\webapp\views\organizer_session\basic.xhtml", "HTML", 330, 0, 0, 0, 0, 33, 391, 754
"c:\Users\Marie LEVESQUE\OneDrive\Documents\ISIKA\MODULE 3\PROJET 3\TripHub\src\main\webapp\views\organizer_session\cart.xhtml", "HTML", 103, 0, 0, 0, 0, 1, 15, 119
"c:\Users\Marie LEVESQUE\OneDrive\Documents\ISIKA\MODULE 3\PROJET 3\TripHub\src\main\webapp\views\organizer_session\customized_org-home.xhtml", "HTML", 17, 0, 0, 0, 0, 2, 0, 19
"c:\Users\Marie LEVESQUE\OneDrive\Documents\ISIKA\MODULE 3\PROJET 3\TripHub\src\main\webapp\views\organizer_session\details.xhtml", "HTML", 100, 0, 0, 0, 0, 0, 13, 113
"c:\Users\Marie LEVESQUE\OneDrive\Documents\ISIKA\MODULE 3\PROJET 3\TripHub\src\main\webapp\views\organizer_session\detailsAccommodation.xhtml", "HTML", 44, 0, 0, 0, 0, 0, 8, 52
"c:\Users\Marie LEVESQUE\OneDrive\Documents\ISIKA\MODULE 3\PROJET 3\TripHub\src\main\webapp\views\organizer_session\details_acco.xhtml", "HTML", 100, 0, 0, 0, 0, 0, 11, 111
"c:\Users\Marie LEVESQUE\OneDrive\Documents\ISIKA\MODULE 3\PROJET 3\TripHub\src\main\webapp\views\organizer_session\details_res.xhtml", "HTML", 98, 0, 0, 0, 0, 0, 15, 113
"c:\Users\Marie LEVESQUE\OneDrive\Documents\ISIKA\MODULE 3\PROJET 3\TripHub\src\main\webapp\views\organizer_session\details_trans.xhtml", "HTML", 94, 0, 0, 0, 0, 0, 12, 106
"c:\Users\Marie LEVESQUE\OneDrive\Documents\ISIKA\MODULE 3\PROJET 3\TripHub\src\main\webapp\views\organizer_session\elite.xhtml", "HTML", 386, 0, 0, 0, 0, 8, 976, 1370
"c:\Users\Marie LEVESQUE\OneDrive\Documents\ISIKA\MODULE 3\PROJET 3\TripHub\src\main\webapp\views\organizer_session\graphicSettings.xhtml", "HTML", 65, 0, 0, 0, 0, 0, 10, 75
"c:\Users\Marie LEVESQUE\OneDrive\Documents\ISIKA\MODULE 3\PROJET 3\TripHub\src\main\webapp\views\organizer_session\homeForWebsite.xhtml", "HTML", 10, 0, 0, 0, 0, 0, 8, 18
"c:\Users\Marie LEVESQUE\OneDrive\Documents\ISIKA\MODULE 3\PROJET 3\TripHub\src\main\webapp\views\organizer_session\observeSettings.xhtml", "HTML", 10, 0, 0, 0, 0, 0, 8, 18
"c:\Users\Marie LEVESQUE\OneDrive\Documents\ISIKA\MODULE 3\PROJET 3\TripHub\src\main\webapp\views\organizer_session\packages.xhtml", "HTML", 51, 0, 0, 0, 0, 1, 4, 56
"c:\Users\Marie LEVESQUE\OneDrive\Documents\ISIKA\MODULE 3\PROJET 3\TripHub\src\main\webapp\views\organizer_session\purchaseSuccessful.xhtml", "HTML", 37, 0, 0, 0, 0, 0, 3, 40
"c:\Users\Marie LEVESQUE\OneDrive\Documents\ISIKA\MODULE 3\PROJET 3\TripHub\src\main\webapp\views\product\AccomUpdate.xhtml", "HTML", 184, 0, 0, 0, 0, 6, 32, 222
"c:\Users\Marie LEVESQUE\OneDrive\Documents\ISIKA\MODULE 3\PROJET 3\TripHub\src\main\webapp\views\product\AccomUpdateBon.xhtml", "HTML", 197, 0, 0, 0, 0, 4, 24, 225
"c:\Users\Marie LEVESQUE\OneDrive\Documents\ISIKA\MODULE 3\PROJET 3\TripHub\src\main\webapp\views\product\AccomUpdateTest.xhtml", "HTML", 214, 0, 0, 0, 0, 2, 29, 245
"c:\Users\Marie LEVESQUE\OneDrive\Documents\ISIKA\MODULE 3\PROJET 3\TripHub\src\main\webapp\views\product\AccommodationForm.xhtml", "HTML", 310, 0, 0, 0, 0, 12, 10, 332
"c:\Users\Marie LEVESQUE\OneDrive\Documents\ISIKA\MODULE 3\PROJET 3\TripHub\src\main\webapp\views\product\AccommodationFormTest.xhtml", "HTML", 316, 0, 0, 0, 0, 10, 40, 366
"c:\Users\Marie LEVESQUE\OneDrive\Documents\ISIKA\MODULE 3\PROJET 3\TripHub\src\main\webapp\views\product\AllServices.xhtml", "HTML", 572, 0, 0, 0, 0, 7, 62, 641
"c:\Users\Marie LEVESQUE\OneDrive\Documents\ISIKA\MODULE 3\PROJET 3\TripHub\src\main\webapp\views\product\RestaurantForm.xhtml", "HTML", 303, 0, 0, 0, 0, 10, 41, 354
"c:\Users\Marie LEVESQUE\OneDrive\Documents\ISIKA\MODULE 3\PROJET 3\TripHub\src\main\webapp\views\product\RestaurantUpdate.xhtml", "HTML", 202, 0, 0, 0, 0, 2, 30, 234
"c:\Users\Marie LEVESQUE\OneDrive\Documents\ISIKA\MODULE 3\PROJET 3\TripHub\src\main\webapp\views\product\ServiceHome.xhtml", "HTML", 270, 0, 0, 0, 0, 14, 40, 324
"c:\Users\Marie LEVESQUE\OneDrive\Documents\ISIKA\MODULE 3\PROJET 3\TripHub\src\main\webapp\views\product\TourpackageHome.xhtml", "HTML", 223, 0, 0, 0, 0, 10, 36, 269
"c:\Users\Marie LEVESQUE\OneDrive\Documents\ISIKA\MODULE 3\PROJET 3\TripHub\src\main\webapp\views\product\TpAdvancedSearch.xhtml", "HTML", 117, 0, 0, 0, 0, 2, 6, 125
"c:\Users\Marie LEVESQUE\OneDrive\Documents\ISIKA\MODULE 3\PROJET 3\TripHub\src\main\webapp\views\product\TransportationForm.xhtml", "HTML", 361, 0, 0, 0, 0, 10, 47, 418
"c:\Users\Marie LEVESQUE\OneDrive\Documents\ISIKA\MODULE 3\PROJET 3\TripHub\src\main\webapp\views\product\TransportationUpdate.xhtml", "HTML", 268, 0, 0, 0, 0, 2, 42, 312
"c:\Users\Marie LEVESQUE\OneDrive\Documents\ISIKA\MODULE 3\PROJET 3\TripHub\src\main\webapp\views\product\serviceList.xhtml", "HTML", 294, 0, 0, 0, 0, 14, 17, 325
"c:\Users\Marie LEVESQUE\OneDrive\Documents\ISIKA\MODULE 3\PROJET 3\TripHub\src\main\webapp\views\product\tpList.xhtml", "HTML", 93, 0, 0, 0, 0, 3, 4, 100
"c:\Users\Marie LEVESQUE\OneDrive\Documents\ISIKA\MODULE 3\PROJET 3\TripHub\src\main\webapp\views\product\tpUpdate.xhtml", "HTML", 150, 0, 0, 0, 0, 8, 21, 179
"c:\Users\Marie LEVESQUE\OneDrive\Documents\ISIKA\MODULE 3\PROJET 3\TripHub\src\main\webapp\views\provider_home.xhtml", "HTML", 97, 0, 0, 0, 0, 3, 10, 110
"c:\Users\Marie LEVESQUE\OneDrive\Documents\ISIKA\MODULE 3\PROJET 3\TripHub\src\main\webapp\views\provider_session\UpdateService.xhtml", "HTML", 28, 0, 0, 0, 0, 1, 0, 29
"c:\Users\Marie LEVESQUE\OneDrive\Documents\ISIKA\MODULE 3\PROJET 3\TripHub\src\main\webapp\views\provider_session\accommodations.xhtml", "HTML", 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Marie LEVESQUE\OneDrive\Documents\ISIKA\MODULE 3\PROJET 3\TripHub\src\main\webapp\views\subscriptionAndCustomization\chooseSubscription.xhtml", "HTML", 140, 0, 0, 0, 0, 0, 20, 160
"c:\Users\Marie LEVESQUE\OneDrive\Documents\ISIKA\MODULE 3\PROJET 3\TripHub\src\main\webapp\views\superAdmin\superAdmin_customersList.xhtml", "HTML", 85, 0, 0, 0, 0, 2, 12, 99
"c:\Users\Marie LEVESQUE\OneDrive\Documents\ISIKA\MODULE 3\PROJET 3\TripHub\src\main\webapp\views\superAdmin\superAdmin_organizersList.xhtml", "HTML", 100, 0, 0, 0, 0, 4, 9, 113
"c:\Users\Marie LEVESQUE\OneDrive\Documents\ISIKA\MODULE 3\PROJET 3\TripHub\src\main\webapp\views\superAdmin\superAdmin_providersList.xhtml", "HTML", 97, 0, 0, 0, 0, 2, 10, 109
"c:\Users\Marie LEVESQUE\OneDrive\Documents\ISIKA\MODULE 3\PROJET 3\TripHub\src\main\webapp\views\superAdmin\superAdmin_superAdminsList.xhtml", "HTML", 85, 0, 0, 0, 0, 2, 9, 96
"c:\Users\Marie LEVESQUE\OneDrive\Documents\ISIKA\MODULE 3\PROJET 3\TripHub\src\main\webapp\views\superadmin_home.xhtml", "HTML", 201, 0, 0, 0, 0, 10, 15, 226
"Total", "-", 10040, 158, 300, 2564, 8370, 1384, 6035, 28851
